ErrMatrixCode	Reference	Classified	PixelSum
1	1	1	224
5	2	2	162
9	2	3	3
8	3	2	4
12	3	3	113
7	4	1	7
11	4	2	11
16	4	4	41

	> ERROR MATRIX (pixel count)
	> Reference
V_Classified	1	2	3	4	Total
1	224	0	0	7	231
2	0	162	4	11	177
3	0	3	113	0	116
4	0	0	0	41	41
Total	224	165	117	59	565

	> AREA BASED ERROR MATRIX
	> Reference
V_Classified	1	2	3	4	Area	Wi
1	0.2194	0.0000	0.0000	0.0069	954924300.0000	0.2262
2	0.0000	0.3694	0.0091	0.0251	1703735100.0000	0.4036
3	0.0000	0.0003	0.0103	0.0000	44557200.0000	0.0106
4	0.0000	0.0000	0.0000	0.3596	1517985000.0000	0.3596
Total	0.2194 	0.3697 	0.0194 	0.3915 	4221201600.0000 
Area	925987200	1560503111	81907347	1652803942	4221201600
SE	0.0026	0.0085	0.0045	0.0078
SE area	10793594	35772511	19097856	32829444
95% CI area	21155444	70114121	37431798	64345710
PA  [%]	100.0000	99.9262	52.9926	91.8430
UA  [%]	96.9697	91.5254	97.4138	100.0000
Kappa hat	0.9612	0.8656	0.9736	1.0000

Overall accuracy [%] = 95.8667
Kappa hat classification = 0.9374

Area unit = metre^2
SE = standard error
CI = confidence interval
PA = producer's accuracy
UA = user's accuracy
